territory_id,region_name,year,gdp_per_capita
RS123,Јужнобачка област,2020,6881.7
RS124,Севернобанатска област,2020,4632.13
RS125,Севернобачка област,2020,5234.26
RS126,Средњобанатска област,2020,5248.07
RS127,Сремска област,2020,5517.23
RS211,Златиборска област,2020,4413.69
RS212,Колубарска област,2020,4492.4
RS213,Мачванска област,2020,3461.3
RS214,Моравичка област,2020,4932.32
RS215,Поморавска област,2020,3678.34
RS216,Расинска област,2020,3710.62
RS217,Рашка област,2020,2911.22
RS218,Шумадијска област,2020,4506.31
RS221,Борска област,2020,7307.94
RS222,Браничевска област,2020,4596.47
RS223,Зајечарска област,2020,3132.73
RS224,Јабланичка област,2020,2892.95
RS225,Нишавска област,2020,4240.89
RS226,Пиротска област,2020,4554.16
RS227,Подунавска област,2020,3208.31
RS228,Пчињска област,2020,2616.9
RS229,Топличка област,2020,3214.33
SI031,Pomurska,2020,14284.09
SI032,Podravska,2020,16891.69
SI033,Koroska,2020,16502.19
SI034,Savinjska,2020,18379.4
SI035,Zasavska,2020,11256.55
SI036,Posavska,2020,18190.06
SI037,Jugovzhodna Slovenija,2020,20701.86
SI038,Primorsko-notranjska,2020,14334.09
SI041,Osrednjeslovenska,2020,29882.27
SI042,Gorenjska,2020,17415.31
SI043,Goriska,2020,18082.99
SI044,Obalno-kraska,2020,19117.24
HR021,Bjelovarsko-bilogorska županija,2020,8491.01
HR022,Virovitičko-podravska županija,2020,7114.27
HR023,Požeško-slavonska županija,2020,7217.28
HR024,Brodsko-posavska županija,2020,7491.33
HR025,Osječko-baranjska županija,2020,9643.27
HR026,Vukovarsko-srijemska županija,2020,8056.42
HR027,Karlovačka županija,2020,8773.69
HR028,Sisačko-moslavačka županija,2020,8304.58
HR031,Primorsko-goranska zupanija,2020,12850.27
HR032,Licko-senjska zupanija,2020,9688.02
HR033,Zadarska zupanija,2020,10186.21
HR034,Sibensko-kninska zupanija,2020,9653.5
HR035,Splitsko-dalmatinska zupanija,2020,8989.07
HR036,Istarska zupanija,2020,12562.32
HR037,Dubrovacko-neretvanska zupanija,2020,10435.61
HR050,Grad Zagreb,2020,21535.97
HR061,Međimurska županija,2020,10678.36
HR062,Varaždinska županija,2020,11273.94
HR063,Koprivničko-križevačka županija,2020,9325.58
HR064,Krapinsko-zagorska županija,2020,7910.92
HR065,Zagrebačka županija,2020,10055.87
ME000,Crna Gora,2020,5872.43
MK001,Vardarski,2020,5000.5
MK002,Istocen,2020,4523.81
MK003,Jugozapaden,2020,3519.03
MK004,Jugoistocen,2020,4994.49
MK005,Pelagoniski,2020,4743.3
MK006,Poloski,2020,2208.43
MK007,Severoistocen,2020,2594.98
MK008,Skopski,2020,6634.13
RS110,Београдска област,2020,10049.81
RS121,Западнобачка област,2020,4311.16
RS122,Јужнобанатска област,2020,5325.66
RS123,Јужнобачка област,2020,6881.7
RS124,Севернобанатска област,2020,4632.13
RS125,Севернобачка област,2020,5234.26
RS126,Средњобанатска област,2020,5248.07
RS127,Сремска област,2020,5517.23
RS211,Златиборска област,2020,4413.69
RS212,Колубарска област,2020,4492.4
RS213,Мачванска област,2020,3461.3
RS214,Моравичка област,2020,4932.32
RS215,Поморавска област,2020,3678.34
RS216,Расинска област,2020,3710.62
RS217,Рашка област,2020,2911.22
RS218,Шумадијска област,2020,4506.31
RS221,Борска област,2020,7307.94
RS222,Браничевска област,2020,4596.47
RS223,Зајечарска област,2020,3132.73
RS224,Јабланичка област,2020,2892.95
RS225,Нишавска област,2020,4240.89
RS226,Пиротска област,2020,4554.16
RS227,Подунавска област,2020,3208.31
RS228,Пчињска област,2020,2616.9
RS229,Топличка област,2020,3214.33
SI031,Pomurska,2020,14284.09
SI032,Podravska,2020,16891.69
SI033,Koroska,2020,16502.19
SI034,Savinjska,2020,18379.4
SI035,Zasavska,2020,11256.55
SI036,Posavska,2020,18190.06
SI037,Jugovzhodna Slovenija,2020,20701.86
SI038,Primorsko-notranjska,2020,14334.09
SI041,Osrednjeslovenska,2020,29882.27
SI042,Gorenjska,2020,17415.31
SI043,Goriska,2020,18082.99
SI044,Obalno-kraska,2020,19117.24
KSV,Kosovo,2020,3772.0
BIH,Brčko,2020,6045.947982062968
BIH,Federacija Bosna i Hercegovina,2020,6075.964765066836
BIH,Repuplika Srpska,2020,5650.050952174108
HR021,Bjelovarsko-bilogorska županija,2021,10045.06
HR022,Virovitičko-podravska županija,2021,8438.14
HR023,Požeško-slavonska županija,2021,7977.9
HR024,Brodsko-posavska županija,2021,8445.36
HR025,Osječko-baranjska županija,2021,11059.58
HR026,Vukovarsko-srijemska županija,2021,9035.22
HR027,Karlovačka županija,2021,10162.46
HR028,Sisačko-moslavačka županija,2021,9745.08
HR031,Primorsko-goranska zupanija,2021,15213.01
HR032,Licko-senjska zupanija,2021,11600.25
HR033,Zadarska zupanija,2021,11622.49
HR034,Sibensko-kninska zupanija,2021,11082.47
HR035,Splitsko-dalmatinska zupanija,2021,10565.84
HR036,Istarska zupanija,2021,15358.06
HR037,Dubrovacko-neretvanska zupanija,2021,13148.59
HR050,Grad Zagreb,2021,24118.85
HR061,Međimurska županija,2021,12197.21
HR062,Varaždinska županija,2021,12324.85
HR063,Koprivničko-križevačka županija,2021,10441.28
HR064,Krapinsko-zagorska županija,2021,8896.42
HR065,Zagrebačka županija,2021,11487.18
ME000,Crna Gora,2021,6660.91
MK001,Vardarski,2021,5423.41
MK002,Istocen,2021,5168.84
MK003,Jugozapaden,2021,4403.85
MK004,Jugoistocen,2021,5346.82
MK005,Pelagoniski,2021,4846.84
MK006,Poloski,2021,2548.33
MK007,Severoistocen,2021,2940.44
MK008,Skopski,2021,7141.83
RS110,Београдска област,2021,10497.2
RS121,Западнобачка област,2021,4690.02
RS122,Јужнобанатска област,2021,5767.17
RS123,Јужнобачка област,2021,7396.23
RS124,Севернобанатска област,2021,5034.14
RS125,Севернобачка област,2021,5664.86
RS126,Средњобанатска област,2021,5701.09
RS127,Сремска област,2021,5966.98
RS211,Златиборска област,2021,4814.41
RS212,Колубарска област,2021,4664.52
RS213,Мачванска област,2021,3752.4
RS214,Моравичка област,2021,5300.66
RS215,Поморавска област,2021,4288.93
RS216,Расинска област,2021,4298.1
RS217,Рашка област,2021,3411.8
RS218,Шумадијска област,2021,4881.5
RS221,Борска област,2021,11015.24
RS222,Браничевска област,2021,5000.31
RS223,Зајечарска област,2021,3651.93
RS224,Јабланичка област,2021,3344.54
RS225,Нишавска област,2021,4935.89
RS226,Пиротска област,2021,4946.41
RS227,Подунавска област,2021,3783.26
RS228,Пчињска област,2021,3018.08
RS229,Топличка област,2021,3627.58
SI031,Pomurska,2021,15308.95
SI032,Podravska,2021,18382.31
SI033,Koroska,2021,17401.64
SI034,Savinjska,2021,19945.9
SI035,Zasavska,2021,11982.79
SI036,Posavska,2021,19110.35
SI037,Jugovzhodna Slovenija,2021,21615.84
SI038,Primorsko-notranjska,2021,15975.98
SI041,Osrednjeslovenska,2021,32717.1
SI042,Gorenjska,2021,18426.53
SI043,Goriska,2021,19615.71
SI044,Obalno-kraska,2021,20029.53
HR021,Bjelovarsko-bilogorska županija,2021,10045.06
HR022,Virovitičko-podravska županija,2021,8438.14
HR023,Požeško-slavonska županija,2021,7977.9
HR024,Brodsko-posavska županija,2021,8445.36
HR025,Osječko-baranjska županija,2021,11059.58
HR026,Vukovarsko-srijemska županija,2021,9035.22
HR027,Karlovačka županija,2021,10162.46
HR028,Sisačko-moslavačka županija,2021,9745.08
HR031,Primorsko-goranska zupanija,2021,15213.01
HR032,Licko-senjska zupanija,2021,11600.25
HR033,Zadarska zupanija,2021,11622.49
HR034,Sibensko-kninska zupanija,2021,11082.47
HR035,Splitsko-dalmatinska zupanija,2021,10565.84
HR036,Istarska zupanija,2021,15358.06
HR037,Dubrovacko-neretvanska zupanija,2021,13148.59
HR050,Grad Zagreb,2021,24118.85
HR061,Međimurska županija,2021,12197.21
HR062,Varaždinska županija,2021,12324.85
HR063,Koprivničko-križevačka županija,2021,10441.28
HR064,Krapinsko-zagorska županija,2021,8896.42
HR065,Zagrebačka županija,2021,11487.18
ME000,Crna Gora,2021,6660.91
MK001,Vardarski,2021,5423.41
MK002,Istocen,2021,5168.84
MK003,Jugozapaden,2021,4403.85
MK004,Jugoistocen,2021,5346.82
MK005,Pelagoniski,2021,4846.84
MK006,Poloski,2021,2548.33
MK007,Severoistocen,2021,2940.44
MK008,Skopski,2021,7141.83
RS110,Београдска област,2021,10497.2
RS121,Западнобачка област,2021,4690.02
RS122,Јужнобанатска област,2021,5767.17
RS123,Јужнобачка област,2021,7396.23
RS124,Севернобанатска област,2021,5034.14
RS125,Севернобачка област,2021,5664.86
RS126,Средњобанатска област,2021,5701.09
RS127,Сремска област,2021,5966.98
RS211,Златиборска област,2021,4814.41
RS212,Колубарска област,2021,4664.52
RS213,Мачванска област,2021,3752.4
RS214,Моравичка област,2021,5300.66
RS215,Поморавска област,2021,4288.93
RS216,Расинска област,2021,4298.1
RS217,Рашка област,2021,3411.8
RS218,Шумадијска област,2021,4881.5
RS221,Борска област,2021,11015.24
RS222,Браничевска област,2021,5000.31
RS223,Зајечарска област,2021,3651.93
RS224,Јабланичка област,2021,3344.54
RS225,Нишавска област,2021,4935.89
RS226,Пиротска област,2021,4946.41
RS227,Подунавска област,2021,3783.26
RS228,Пчињска област,2021,3018.08
RS229,Топличка област,2021,3627.58
SI031,Pomurska,2021,15308.95
SI032,Podravska,2021,18382.31
SI033,Koroska,2021,17401.64
SI034,Savinjska,2021,19945.9
SI035,Zasavska,2021,11982.79
SI036,Posavska,2021,19110.35
SI037,Jugovzhodna Slovenija,2021,21615.84
SI038,Primorsko-notranjska,2021,15975.98
SI041,Osrednjeslovenska,2021,32717.1
SI042,Gorenjska,2021,18426.53
SI043,Goriska,2021,19615.71
SI044,Obalno-kraska,2021,20029.53
KSV,Kosovo,2021,4486.0
BIH,Brčko,2021,6585.844443929845
BIH,Federacija Bosna i Hercegovina,2021,6618.700652352998
BIH,Repuplika Srpska,2021,6154.251780198547
HR021,Bjelovarsko-bilogorska županija,2022,10527.21
HR022,Virovitičko-podravska županija,2022,8873.35
HR023,Požeško-slavonska županija,2022,8496.46
HR024,Brodsko-posavska županija,2022,9001.46
HR025,Osječko-baranjska županija,2022,11738.58
HR026,Vukovarsko-srijemska županija,2022,9565.64
HR027,Karlovačka županija,2022,10912.58
HR028,Sisačko-moslavačka županija,2022,10351.34
HR031,Primorsko-goranska zupanija,2022,16643.77
HR032,Licko-senjska zupanija,2022,12417.38
HR033,Zadarska zupanija,2022,12408.99
HR034,Sibensko-kninska zupanija,2022,12031.5
HR035,Splitsko-dalmatinska zupanija,2022,11369.3
HR036,Istarska zupanija,2022,17053.13
HR037,Dubrovacko-neretvanska zupanija,2022,14701.74
HR050,Grad Zagreb,2022,25452.12
HR061,Međimurska županija,2022,12865.09
HR062,Varaždinska županija,2022,13081.34
HR063,Koprivničko-križevačka županija,2022,10992.93
HR064,Krapinsko-zagorska županija,2022,9465.77
HR065,Zagrebačka županija,2022,12180.49
ME000,Crna Gora,2022,7110.55
MK001,Vardarski,2022,5828.27
MK002,Istocen,2022,5731.09
MK003,Jugozapaden,2022,5055.15
MK004,Jugoistocen,2022,5950.09
MK005,Pelagoniski,2022,5172.13
MK006,Poloski,2022,2983.52
MK007,Severoistocen,2022,3246.86
MK008,Skopski,2022,7504.15
RS110,Београдска област,2022,11211.33
RS121,Западнобачка област,2022,5390.1
RS122,Јужнобанатска област,2022,6528.95
RS123,Јужнобачка област,2022,8222.15
RS124,Севернобанатска област,2022,5895.69
RS125,Севернобачка област,2022,6550.75
RS126,Средњобанатска област,2022,6545.46
RS127,Сремска област,2022,6711.24
RS211,Златиборска област,2022,5195.75
RS212,Колубарска област,2022,5055.91
RS213,Мачванска област,2022,4055.78
RS214,Моравичка област,2022,5739.65
RS215,Поморавска област,2022,4709.96
RS216,Расинска област,2022,4696.68
RS217,Рашка област,2022,3669.88
RS218,Шумадијска област,2022,5277.08
RS221,Борска област,2022,12192.66
RS222,Браничевска област,2022,5439.39
RS223,Зајечарска област,2022,4040.17
RS224,Јабланичка област,2022,3675.74
RS225,Нишавска област,2022,5368.69
RS226,Пиротска област,2022,5469.27
RS227,Подунавска област,2022,4115.28
RS228,Пчињска област,2022,3230.29
RS229,Топличка област,2022,3982.54
SI031,Pomurska,2022,15667.25
SI032,Podravska,2022,18604.53
SI033,Koroska,2022,17682.18
SI034,Savinjska,2022,20220.9
SI035,Zasavska,2022,12310.39
SI036,Posavska,2022,17864.59
SI037,Jugovzhodna Slovenija,2022,21407.8
SI038,Primorsko-notranjska,2022,15876.08
SI041,Osrednjeslovenska,2022,33246.58
SI042,Gorenjska,2022,20056.92
SI043,Goriska,2022,20415.26
SI044,Obalno-kraska,2022,22070.74
HR021,Bjelovarsko-bilogorska županija,2022,10527.21
HR022,Virovitičko-podravska županija,2022,8873.35
HR023,Požeško-slavonska županija,2022,8496.46
HR024,Brodsko-posavska županija,2022,9001.46
HR025,Osječko-baranjska županija,2022,11738.58
HR026,Vukovarsko-srijemska županija,2022,9565.64
HR027,Karlovačka županija,2022,10912.58
HR028,Sisačko-moslavačka županija,2022,10351.34
HR031,Primorsko-goranska zupanija,2022,16643.77
HR032,Licko-senjska zupanija,2022,12417.38
HR033,Zadarska zupanija,2022,12408.99
HR034,Sibensko-kninska zupanija,2022,12031.5
HR035,Splitsko-dalmatinska zupanija,2022,11369.3
HR036,Istarska zupanija,2022,17053.13
HR037,Dubrovacko-neretvanska zupanija,2022,14701.74
HR050,Grad Zagreb,2022,25452.12
HR061,Međimurska županija,2022,12865.09
HR062,Varaždinska županija,2022,13081.34
HR063,Koprivničko-križevačka županija,2022,10992.93
HR064,Krapinsko-zagorska županija,2022,9465.77
HR065,Zagrebačka županija,2022,12180.49
ME000,Crna Gora,2022,7110.55
MK001,Vardarski,2022,5828.27
MK002,Istocen,2022,5731.09
MK003,Jugozapaden,2022,5055.15
MK004,Jugoistocen,2022,5950.09
MK005,Pelagoniski,2022,5172.13
MK006,Poloski,2022,2983.52
MK007,Severoistocen,2022,3246.86
MK008,Skopski,2022,7504.15
RS110,Београдска област,2022,11211.33
RS121,Западнобачка област,2022,5390.1
RS122,Јужнобанатска област,2022,6528.95
RS123,Јужнобачка област,2022,8222.15
RS124,Севернобанатска област,2022,5895.69
RS125,Севернобачка област,2022,6550.75
RS126,Средњобанатска област,2022,6545.46
RS127,Сремска област,2022,6711.24
RS211,Златиборска област,2022,5195.75
RS212,Колубарска област,2022,5055.91
RS213,Мачванска област,2022,4055.78
RS214,Моравичка област,2022,5739.65
RS215,Поморавска област,2022,4709.96
RS216,Расинска област,2022,4696.68
RS217,Рашка област,2022,3669.88
RS218,Шумадијска област,2022,5277.08
RS221,Борска област,2022,12192.66
RS222,Браничевска област,2022,5439.39
RS223,Зајечарска област,2022,4040.17
RS224,Јабланичка област,2022,3675.74
RS225,Нишавска област,2022,5368.69
RS226,Пиротска област,2022,5469.27
RS227,Подунавска област,2022,4115.28
RS228,Пчињска област,2022,3230.29
RS229,Топличка област,2022,3982.54
SI031,Pomurska,2022,15667.25
SI032,Podravska,2022,18604.53
SI033,Koroska,2022,17682.18
SI034,Savinjska,2022,20220.9
SI035,Zasavska,2022,12310.39
SI036,Posavska,2022,17864.59
SI037,Jugovzhodna Slovenija,2022,21407.8
SI038,Primorsko-notranjska,2022,15876.08
SI041,Osrednjeslovenska,2022,33246.58
SI042,Gorenjska,2022,20056.92
SI043,Goriska,2022,20415.26
SI044,Obalno-kraska,2022,22070.74
KSV,Kosovo,2022,5048.0
BIH,Brčko,2022,6934.282506096372
BIH,Federacija Bosna i Hercegovina,2022,6968.761243330545
BIH,Repuplika Srpska,2022,6479.974439010795
